0.0,0.0,0.1
0.0,0.1,0.1
0.0,0.2,0.1
0.0,0.3,0.1
0.0,0.4,0.1
0.0,0.5,0.1
0.0,0.6,0.1
0.0,0.7,0.1
0.0,0.8,0.1
0.0,0.9,0.1
0.0,1.0,0.1
0.1,0.0,0.1
0.1,0.1,0.1
0.1,0.2,0.5
0.1,0.3,0.7
0.1,0.4,0.5
0.1,0.5,1.3
0.1,0.6,1.5
0.1,0.7,1.54
0.1,0.8,2.7
0.1,0.9,4.02
0.1,1.0,5.66
0.2,0.0,0.1
0.2,0.1,0.1
0.2,0.2,0.7
0.2,0.3,0.4
0.2,0.4,0.9
0.2,0.5,1.2
0.2,0.6,1.6
0.2,0.7,2.0
0.2,0.8,2.54
0.2,0.9,3.9
0.2,1.0,6.74
0.3,0.0,0.1
0.3,0.1,0.1
0.3,0.2,0.5
0.3,0.3,0.6
0.3,0.4,1.1
0.3,0.5,1.1
0.3,0.6,1.72
0.3,0.7,2.02
0.3,0.8,2.6
0.3,0.9,4.32
0.3,1.0,6.58
0.4,0.0,0.1
0.4,0.1,0.1
0.4,0.2,0.2
0.4,0.3,0.8
0.4,0.4,0.9
0.4,0.5,1.5
0.4,0.6,1.7
0.4,0.7,2.2
0.4,0.8,2.7
0.4,0.9,3.64
0.4,1.0,6.54
0.5,0.0,0.1
0.5,0.1,0.2
0.5,0.2,0.52
0.5,0.3,0.7
0.5,0.4,0.9
0.5,0.5,1.4
0.5,0.6,1.6
0.5,0.7,2.1
0.5,0.8,2.3
0.5,0.9,4.8
0.5,1.0,8.44
0.6,0.0,0.1
0.6,0.1,0.1
0.6,0.2,0.54
0.6,0.3,0.3
0.6,0.4,0.9
0.6,0.5,1.1
0.6,0.6,1.6
0.6,0.7,1.44
0.6,0.8,3.04
0.6,0.9,4.5
0.6,1.0,8.32
0.7,0.0,0.1
0.7,0.1,0.22
0.7,0.2,0.5
0.7,0.3,0.4
0.7,0.4,0.9
0.7,0.5,1.3
0.7,0.6,1.42
0.7,0.7,2.2
0.7,0.8,2.18
0.7,0.9,4.0
0.7,1.0,8.4
0.8,0.0,0.1
0.8,0.1,0.1
0.8,0.2,0.3
0.8,0.3,0.52
0.8,0.4,0.5
0.8,0.5,1.4
0.8,0.6,1.5
0.8,0.7,1.9
0.8,0.8,2.22
0.8,0.9,4.3
0.8,1.0,7.84
0.9,0.0,0.1
0.9,0.1,0.1
0.9,0.2,0.52
0.9,0.3,0.7
0.9,0.4,0.9
0.9,0.5,1.4
0.9,0.6,1.7
0.9,0.7,1.48
0.9,0.8,2.4
0.9,0.9,4.62
0.9,1.0,8.0
1.0,0.0,0.0
1.0,0.1,0.0
1.0,0.2,0.0
1.0,0.3,0.0
1.0,0.4,0.0
1.0,0.5,0.0
1.0,0.6,0.0
1.0,0.7,0.32
1.0,0.8,0.9
1.0,0.9,2.8
1.0,1.0,8.2
