0.0,0.0,1.74
0.0,0.1,1.75
0.0,0.2,1.75
0.0,0.3,1.76
0.0,0.4,1.81
0.0,0.5,1.87
0.0,0.6,1.92
0.0,0.7,2.0
0.0,0.8,2.34
0.0,0.9,2.8
0.0,1.0,2.99
0.1,0.0,1.74
0.1,0.1,1.76
0.1,0.2,1.75
0.1,0.3,1.76
0.1,0.4,1.81
0.1,0.5,1.87
0.1,0.6,1.92
0.1,0.7,2.0
0.1,0.8,2.34
0.1,0.9,2.8
0.1,1.0,2.97
0.2,0.0,1.74
0.2,0.1,1.76
0.2,0.2,1.75
0.2,0.3,1.76
0.2,0.4,1.81
0.2,0.5,1.87
0.2,0.6,1.92
0.2,0.7,2.0
0.2,0.8,2.34
0.2,0.9,2.75
0.2,1.0,2.73
0.3,0.0,1.74
0.3,0.1,1.76
0.3,0.2,1.75
0.3,0.3,1.76
0.3,0.4,1.81
0.3,0.5,1.87
0.3,0.6,1.92
0.3,0.7,2.0
0.3,0.8,2.34
0.3,0.9,2.8
0.3,1.0,2.91
0.4,0.0,1.74
0.4,0.1,1.76
0.4,0.2,1.75
0.4,0.3,1.76
0.4,0.4,1.81
0.4,0.5,1.87
0.4,0.6,1.92
0.4,0.7,2.0
0.4,0.8,2.34
0.4,0.9,2.75
0.4,1.0,2.35
0.5,0.0,1.74
0.5,0.1,1.75
0.5,0.2,1.75
0.5,0.3,1.76
0.5,0.4,1.81
0.5,0.5,1.87
0.5,0.6,1.92
0.5,0.7,2.0
0.5,0.8,2.34
0.5,0.9,2.8
0.5,1.0,2.69
0.6,0.0,1.74
0.6,0.1,1.75
0.6,0.2,1.75
0.6,0.3,1.76
0.6,0.4,1.81
0.6,0.5,1.87
0.6,0.6,1.92
0.6,0.7,2.0
0.6,0.8,2.34
0.6,0.9,2.8
0.6,1.0,3.0
0.7,0.0,1.74
0.7,0.1,1.75
0.7,0.2,1.75
0.7,0.3,1.76
0.7,0.4,1.81
0.7,0.5,1.87
0.7,0.6,1.92
0.7,0.7,2.0
0.7,0.8,2.34
0.7,0.9,2.8
0.7,1.0,2.91
0.8,0.0,1.74
0.8,0.1,1.75
0.8,0.2,1.75
0.8,0.3,1.76
0.8,0.4,1.81
0.8,0.5,1.87
0.8,0.6,1.92
0.8,0.7,2.0
0.8,0.8,2.34
0.8,0.9,2.8
0.8,1.0,2.96
0.9,0.0,1.74
0.9,0.1,1.76
0.9,0.2,1.75
0.9,0.3,1.76
0.9,0.4,1.81
0.9,0.5,1.87
0.9,0.6,1.92
0.9,0.7,2.0
0.9,0.8,2.34
0.9,0.9,2.7
0.9,1.0,2.3
1.0,0.0,1.74
1.0,0.1,1.75
1.0,0.2,1.75
1.0,0.3,1.76
1.0,0.4,1.81
1.0,0.5,1.87
1.0,0.6,1.92
1.0,0.7,2.0
1.0,0.8,2.34
1.0,0.9,2.8
1.0,1.0,2.74
